title,property_type,city,country,detail,amenities,date,day,month,price,rating,review
Cottage in Rockaway Beach,Cottage,Rockaway Beach,US,Storybook Beach Cottage Twin Rocks,Air conditioning,May 1 - 6,1,5,144.0,4.88,
Condo in Siesta Key,Condo,Siesta Key,US,On the Beach; Siesta Key SunBum Studio,Air conditioning,May 6 - 11,6,5,379.0,4.96,
Apartment in Laguna Beach,Apartment,Laguna Beach,US,Laguna Beach Charming Unit- Location/Value,Air conditioning,May 1 - 6,1,5,385.0,4.96,
Villa in Kissimmee,Villa,Kissimmee,US,Windsor At Westside Avenger Newest PS5 Game room,,May 11 - 16,11,5,209.0,4.92,
Home in Tucson,Home,Tucson,US,Central House w/ Pool & Hot Tub,"Pool, Jacuzzi",May 1 - 6,1,5,142.0,4.88,
Apartment in Fort Lauderdale,Apartment,Fort Lauderdale,US,Direct Ocean View from the Balcony,Ocean view,May 1 - 6,1,5,219.0,4.83,
Home in Terlingua,Home,Terlingua,US,Terlingua Mining Ruin - Lofthouse,,May 1 - 6,1,5,194.0,4.97,
Apartment in New York,Apartment,New York,US,Designer Upper East side apartment Two entrances.,,May 1 - 6,1,5,242.0,4.99,
Guesthouse in Naples,Guesthouse,Naples,US,Waterfront Sea Cottage,,May 1 - 6,1,5,82.0,4.8,
Bungalow in New Smyrna Beach,Bungalow,New Smyrna Beach,US,Relaxing Bungalow Steps from the Ocean,,May 1 - 6,1,5,102.0,4.86,
Apartment in Kissimmee,Apartment,Kissimmee,US,Modern Great Villa near Disney & Parks,,May 1 - 6,1,5,103.0,4.87,
Cottage in Kissimmee,Cottage,Kissimmee,US,Cozy Private Cottage 5 miles from Disney!,,May 1 - 6,1,5,100.0,4.92,
Room in Brooklyn,Room,Brooklyn,US,"Private Studio+Bath+Balcony, 15 mins to Manhattan",,May 1 - 6,1,5,144.0,4.96,
Room in Los Angeles,Room,Los Angeles,US,Large Master Bedroom w Hollywood sign VIEWS,,May 1 - 6,1,5,133.0,4.9,
Guest suite in Los Angeles,Guest suite,Los Angeles,US,Echo Park Retreat with Views,,May 1 - 6,1,5,116.0,4.94,
Home in Huntington Beach,Home,Huntington Beach,US,Beachfront Oasis,"Ocean front, Air conditioning",May 6 - 11,6,5,798.0,4.99,
Guesthouse in Colorado Springs,Guesthouse,Colorado Springs,US,The Enchanted Cottage at Easy Manor,,May 1 - 6,1,5,115.0,4.96,
Cabin in Hartsel,Cabin,Hartsel,US,☀Sunrise Cabin☀ Balcony Mtn Views┃Grill┃Firepit,,May 11 - 16,11,5,113.0,4.98,
Home in Phoenix,Home,Phoenix,US,Cactus House - private home with pool in Phoenix,"Pool, Air conditioning",May 1 - 8,1,5,277.0,4.99,
Condo in Fort Walton Beach,Condo,Fort Walton Beach,US,"Beautiful Beachfront condo! 2 Bdrm, 2 Bath","Ocean front, Air conditioning",May 1 - 6,1,5,300.0,4.9,
Room in Fairfield,Room,Fairfield,US,"""Vacation-Sanctuary / Gateway to Napa """,Air conditioning,May 1 - 6,1,5,114.0,4.97,
Cabin in Kanab,Cabin,Kanab,US,Elevation Celebration,,May 1 - 6,1,5,225.0,4.97,
Apartment in North Bay Village,Apartment,North Bay Village,US,Waterfront Studio Apartment with FREE Parking,Parking,May 1 - 6,1,5,160.0,4.63,
Home in Dana Point,Home,Dana Point,US,Betty's Beach Bungalow-Pet Friendly! STR21-1232,Air conditioning,May 1 - 6,1,5,171.0,4.97,
Home in Los Angeles,Home,Los Angeles,US,"Casual Colorful Venice House near Canals,Beach &Abbot Kinney",Air conditioning,May 1 - 6,1,5,323.0,4.95,
Condo in Miami Beach,Condo,Miami Beach,US,Beachfront Penthouse studio w/ pool on Miami Beach,"Pool, Ocean front, Air conditioning",May 1 - 8,1,5,181.0,4.85,
Dome in El Prado,Dome,El Prado,US,Geodesic Earth Dome,,May 1 - 6,1,5,91.0,4.9,
Home in Kissimmee,Home,Kissimmee,US,7-bedroom vacation home near Disney with pool/spa,"Pool, Air conditioning",May 1 - 6,1,5,222.0,4.83,
Townhouse in Kissimmee,Townhouse,Kissimmee,US,Beautiful 4BR Townhouse/Townhome close to Disney,,May 1 - 7,1,5,132.0,4.83,
Condo in Saint Petersburg,Condo,Saint Petersburg,US,Waterfront condo on top floor @ Boca Ciega Resort,,May 1 - 6,1,5,143.0,4.87,
Townhouse in Destin,Townhouse,Destin,US,Scenic Gulf view! Steps to private beach entry!,Air conditioning,May 1 - 6,1,5,305.0,5.0,
Condo in Fernandina Beach,Condo,Fernandina Beach,US,"Amelia Island, 2 bedroom beach front condo",Air conditioning,May 1 - 6,1,5,327.0,4.92,
Home in Smithville,Home,Smithville,US,"Fishing, Quiet & Wifi - 10 acres - Country Getaway","Wi-Fi, Air conditioning",May 1 - 6,1,5,117.0,4.98,
Guesthouse in San Diego,Guesthouse,San Diego,US,Cozy guest studio with private deck,,May 1 - 6,1,5,101.0,4.9,
Cottage in San Diego,Cottage,San Diego,US,Fabulous Cottage at the Beach,Air conditioning,May 1 - 6,1,5,253.0,4.94,
Resort in Panama City Beach,Resort,Panama City Beach,US,Beautiful ocean front condo Panama City Beach,"Ocean front, Air conditioning",May 1 - 6,1,5,143.0,4.78,
Guesthouse in Rolling Hills,Guesthouse,Rolling Hills,US,"A view, a pool, and, private cabana sleeps five",Pool,May 1 - 6,1,5,165.0,4.8,
Home in Tampa,Home,Tampa,US,The T and C Club,,May 1 - 6,1,5,247.0,4.97,
Condo in Cocoa Beach,Condo,Cocoa Beach,US,Oceanfront Apartment - Cocoa Beach,Air conditioning,May 1 - 6,1,5,176.0,4.89,
Apartment in Fort Lauderdale,Apartment,Fort Lauderdale,US,Jr.Suite at Ocean Residences on the Beach,Air conditioning,May 1 - 6,1,5,260.0,4.9,
Cottage in San Diego,Cottage,San Diego,US,Charming Cottage at the Beach,Air conditioning,May 11 - 16,11,5,253.0,4.91,
Condo in Fort Walton Beach,Condo,Fort Walton Beach,US,"PERFECT VIEW!! Waterfront, Marina, and 2 Pools!",Pool,May 4 - 9,4,5,99.0,4.98,
Condo in Las Vegas,Condo,Las Vegas,US,Breath-taking Strip View on 33rd Flr Luxury Resort,,May 1 - 6,1,5,118.0,4.73,
Apartment in Houston,Apartment,Houston,US,Downtown Suite -Pool/Wi-Fi/ SkyView!,"Pool, Wi-Fi",May 1 - 6,1,5,113.0,4.84,
Guest suite in Colorado Springs,Guest suite,Colorado Springs,US,Cañon Getaway- Cabin inspired home,,May 1 - 6,1,5,112.0,4.97,
Home in Waxhaw,Home,Waxhaw,US,Fox Farms Little House,,May 1 - 6,1,5,107.0,4.97,
Apartment in Miami,Apartment,Miami,US,Retro 1BR Apt #3 | Steps from the Water + Parking!,Parking,May 1 - 6,1,5,106.0,4.88,
Townhouse in Washington,Townhouse,Washington,US,North Capitol Hill Luxury Townhome in Perfect Location,,May 1 - 6,1,5,135.0,4.81,
Room in Naples,Room,Naples,US,Sunset Suite @ The Vanderbilt | Boutique~BnB,,May 1 - 6,1,5,224.0,4.96,
Apartment in Washington,Apartment,Washington,US,#3 Foggy Bottom/Georgetown Apartment,,May 7 - 12,7,5,209.0,4.82,
Condo in Tybee Island,Condo,Tybee Island,US,Direct Waterfront.Keyless entry.Dolphin watch.,,May 1 - 6,1,5,220.0,4.97,
Room in Galveston,Room,Galveston,US,Tropicana Suite-Grand Manor Luxury Mansion Loft,,May 1 - 6,1,5,104.0,4.86,
Home in Netarts,Home,Netarts,US,Retro Retreat by the Bay,,May 1 - 6,1,5,136.0,4.9,
Apartment in Miami Beach,Apartment,Miami Beach,US,Ocean Drive Beach Front Studio,Air conditioning,May 1 - 6,1,5,153.0,4.56,
Home in Cape Coral,Home,Cape Coral,US,Coastal Cape Home w/Heated Pool-Sleeps 6,Pool,May 1 - 6,1,5,125.0,4.85,
Home in Sedona,Home,Sedona,US,Local Sedona Humble Home,,May 1 - 6,1,5,236.0,4.91,
Home in Los Angeles,Home,Los Angeles,US,"Hollywood paradise studio in house,owned entrance",,May 1 - 6,1,5,103.0,4.89,
Room in Miami,Room,Miami,US,Luxe guest suite-perfect Staycation Pool & Parking,"Pool, Parking",May 1 - 6,1,5,101.0,4.91,
Home in The Sea Ranch,Home,The Sea Ranch,US,Casa Del Mar Spectacular Ocean Views!,"Ocean view, Air conditioning",May 1 - 6,1,5,434.0,4.97,
Apartment in Brooklyn,Apartment,Brooklyn,US,Cozy Garden Apartment,,May 1 - 6,1,5,117.0,4.93,
Cottage in Eastham,Cottage,Eastham,US,Classic Cape Cod Cottage,,May 1 - 6,1,5,143.0,4.92,
Home in Las Vegas,Home,Las Vegas,US,Modern 3 bds house with pool in Las Vegas,Pool,May 1 - 7,1,5,313.0,5.0,
Home in Gulfport,Home,Gulfport,US,Gecko House Unit #1,,May 1 - 6,1,5,88.0,4.88,
Apartment in Sunny Isles Beach,Apartment,Sunny Isles Beach,US,LOVELY OCEAN VIEW 1BD/1.5TH APT HIGH FLOOR|PARKING,"Ocean view, Parking",May 4 - 9,4,5,148.0,4.85,
Room in New York,Room,New York,US,spacious chelsea room,Air conditioning,May 1 - 6,1,5,106.0,4.9,
Guest suite in Naples,Guest suite,Naples,US,Tropical Garden Studio Cottage (2 miles to beach),Air conditioning,May 1 - 6,1,5,119.0,4.97,
Guesthouse in Portland,Guesthouse,Portland,US,Cozy Portland Studio Apartment,,May 1 - 6,1,5,104.0,4.98,
Apartment in Pompano Beach,Apartment,Pompano Beach,US,Direct beautiful beach and ocean view,"Ocean view, Air conditioning",May 1 - 6,1,5,173.0,4.93,
Condo in Hollywood,Condo,Hollywood,US,Beach paradise. Just minutes to restaurants shops.,Air conditioning,May 1 - 6,1,5,320.0,4.89,
Home in Palm Coast,Home,Palm Coast,US,Spacious Heated Pool home with pool/pingpong table,"Pool, Air conditioning",May 1 - 6,1,5,212.0,4.93,
Guesthouse in Rockaway Beach,Guesthouse,Rockaway Beach,US,The Strand Oceanview Studio - Dog Friendly!,,May 1 - 6,1,5,121.0,4.85,
Home in Lehigh Acres,Home,Lehigh Acres,US,Enjoy the most beautiful sunsets by the *pool,Pool,May 1 - 6,1,5,113.0,4.93,
Apartment in Carmel-by-the-Sea,Apartment,Carmel-by-the-Sea,US,Private romantic 1 br in Carmel Woods- love dogs,,May 1 - 6,1,5,149.0,4.86,
Condo in Sunny Isles Beach,Condo,Sunny Isles Beach,US,SUNNY ISLES GORGEOUS Apart 2210!! (+hotel fees),,May 1 - 6,1,5,191.0,4.91,
Cabin in Point Reyes Station,Cabin,Point Reyes Station,US,Point Reyes Unique Creekside Home with Hot Tub,Jacuzzi,May 1 - 6,1,5,271.0,4.89,
Cottage in Mount Pleasant,Cottage,Mount Pleasant,US,Perfect Cottage with Amazing Creek & Harbor Views & Location,,May 1 - 6,1,5,321.0,4.99,
Home in Treasure Island,Home,Treasure Island,US,Eiko Beach House 4BR/3BA Heatd Pool*Hot Tub* Pets,"Pool, Jacuzzi, Air conditioning",May 8 - 15,8,5,722.0,4.79,
Condo in Siesta Key,Condo,Siesta Key,US,New: Cozy 1BR Beach Condo on Siesta Key!!!,Air conditioning,May 1 - 6,1,5,157.0,4.82,
Condo in Anaheim,Condo,Anaheim,US,Across the street from Disney/Pool/Free Parking,"Pool, Parking, Air conditioning",May 1 - 6,1,5,342.0,4.99,
Condo in Sunny Isles Beach,Condo,Sunny Isles Beach,US,BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,,May 1 - 6,1,5,151.0,4.57,
Condo in Sunny Isles Beach,Condo,Sunny Isles Beach,US,BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,,May 1 - 6,1,5,151.0,4.57,
Condo in Pompano Beach,Condo,Pompano Beach,US,Spacious Studio - 1 minute walk to the beach!,Air conditioning,May 1 - 6,1,5,115.0,5.0,
Loft in Brooklyn,Loft,Brooklyn,US,Authentic Luxury Designed Loft,,May 1 - 6,1,5,178.0,4.88,
Home in Los Angeles,Home,Los Angeles,US,Hollywood Sunset Strip Private Executive Hideaway,,May 13 - 18,13,5,272.0,5.0,
Condo in Las Vegas,Condo,Las Vegas,US,Location Location Location 1 bdrm 0.5 mi of Strip,,May 1 - 6,1,5,124.0,4.7,
Apartment in Las Vegas,Apartment,Las Vegas,US,Trump Tower High Floor Strip View,,May 1 - 6,1,5,181.0,4.87,
Condo in Cocoa Beach,Condo,Cocoa Beach,US,"Dolphin Bay, Apartment 202",,May 1 - 6,1,5,140.0,4.84,
Home in St. Augustine,Home,St. Augustine,US,"Oceanfront, rustic cottage",,May 1 - 6,1,5,339.0,4.88,
Condo in Pensacola Beach,Condo,Pensacola Beach,US,Enjoy Sunsets at Fully Equipped 2BR Condo on Beach,Air conditioning,May 1 - 6,1,5,215.0,4.93,
Condo in Long Beach,Condo,Long Beach,US,Oceanfront Belmont Shore Coastal Luxe,,May 1 - 6,1,5,174.0,4.98,
Condo in Treasure Island,Condo,Treasure Island,US,Spectacular beach to bay views from this resort.,Air conditioning,May 1 - 6,1,5,218.0,4.67,
Condo in Longboat Key,Condo,Longboat Key,US,Directly on Longboat Key Beach - Kid Friendly/SRQ1,Air conditioning,May 1 - 6,1,5,196.0,4.89,
Guest suite in Lake Worth,Guest suite,Lake Worth,US,The Garden Suite at the Historic Chateau Bleu,,May 1 - 6,1,5,141.0,4.85,
Room in Kissimmee,Room,Kissimmee,US,Private Room in Orlando/Kissimmee (2Twins) T1,,May 1 - 6,1,5,43.0,4.9,
Guesthouse in San Antonio,Guesthouse,San Antonio,US,Casa Alexander,,May 1 - 6,1,5,73.0,4.92,
Apartment in Englewood,Apartment,Englewood,US,BEACH FRONT Unit w/ Pool Sandy Toe's # 5,"Pool, Air conditioning",May 7 - 12,7,5,233.0,4.96,
Room in Long Beach,Room,Long Beach,US,Across the Street from Beach Getaway/Near Convention Center,Air conditioning,May 1 - 6,1,5,106.0,4.85,
