property_name,property_type,amenity_text,amenities_found,amenity_count,date,start_month,start_day,end_month,end_day,price_in_dollar,review_and_rating,rating,review,location,city,country
"Villa in Kecamatan Ubud, Indonesia",Villa,Pelangi Treehouse (formerly Skai Joglo),[],0,Sep 25 - 30,Sep,25,Sep,30,229.0,4.92 (112),4.92,112.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Place to stay in Pecatu, Indonesia",Place to stay,°3 Charming room in Bingin beach,[],0,Sep 10 - 15,Sep,10,Sep,15,155.0,4.52 (523),4.52,523.0,"Pecatu, Indonesia",Pecatu,Indonesia
"Villa in Ubud, Indonesia",Villa,"Luxe Villa in Tropical Oasis, Ubud. Walk to town.",[],0,Oct 28 - Nov 2,Oct,28,Nov,2,176.0,4.93 (287),4.93,287.0,"Ubud, Indonesia",Ubud,Indonesia
"Villa in Banjar, Indonesia",Villa,4br Lovina Paradise - Ocean View,['Ocean view'],1,Jun 9 - 14,Jun,9,Jun,14,460.0,4.93 (40),4.93,40.0,"Banjar, Indonesia",Banjar,Indonesia
"Condo in Johor Bahru, Malaysia",Condo,"Baby & kids friendly, JB CIQ, Romantic Duplex",[],0,Jun 25 - 30,Jun,25,Jun,30,75.0,4.82 (182),4.82,182.0,"Johor Bahru, Malaysia",Johor Bahru,Malaysia
"Tiny home in Concepcion, Philippines",Tiny home,Tiny House by The Modern Escape,[],0,Jul 3 - 8,Jul,3,Jul,8,128.0,5.0 (32),5.0,32.0,"Concepcion, Philippines",Concepcion,Philippines
"Villa in Kecamatan Kuta Utara, Indonesia",Villa,Gorgeous luxury 1 bedroom villa in heart of Canggu,[],0,Sep 9 - 14,Sep,9,Sep,14,325.0,4.87 (47),4.87,47.0,"Kecamatan Kuta Utara, Indonesia",Kecamatan Kuta Utara,Indonesia
"Villa in Kecamatan Seririt, Indonesia",Villa,Boho-Chic villa with ocean&rice field view,[],0,Sep 28 - Oct 3,Sep,28,Oct,3,201.0,4.97 (67),4.97,67.0,"Kecamatan Seririt, Indonesia",Kecamatan Seririt,Indonesia
"Villa in Ubud, Indonesia",Villa,Ceylon Villas 4 - 1BR Villa! 5 mins to Ubud 🌴,[],0,Nov 23 - 28,Nov,23,Nov,28,125.0,4.92 (184),4.92,184.0,"Ubud, Indonesia",Ubud,Indonesia
"Place to stay in Kecamatan Kuta Selatan, Indonesia",Place to stay,Gypsea Bali Bungalow with private bathroom and AC,['Air conditioning'],1,Sep 11 - 16,Sep,11,Sep,16,155.0,4.92 (78),4.92,78.0,"Kecamatan Kuta Selatan, Indonesia",Kecamatan Kuta Selatan,Indonesia
"Hut in Kecamatan Ubud, Indonesia",Hut,"DAY CLOUDS, Ubud",[],0,Jul 20 - 25,Jul,20,Jul,25,72.0,4.59 (122),4.59,122.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Cabin in Amadeo, Philippines",Cabin,Cozy Loft Cabins Near Tagaytay,[],0,Aug 7 - 13,Aug,7,Aug,13,252.0,4.88 (43),4.88,43.0,"Amadeo, Philippines",Amadeo,Philippines
"Place to stay in Tabanan, Indonesia",Place to stay,Ocean View and Private Pool at Balian Beach,"['Ocean view', 'Pool']",2,Jul 23 - 28,Jul,23,Jul,28,116.0,4.82 (122),4.82,122.0,"Tabanan, Indonesia",Tabanan,Indonesia
"Cabin in Kecamatan Sukasada, Indonesia",Cabin,Wanagiri Cabin,[],0,Nov 1 - 7,Nov,1,Nov,7,148.0,4.97 (29),4.97,29.0,"Kecamatan Sukasada, Indonesia",Kecamatan Sukasada,Indonesia
"Place to stay in Nusapenida, Indonesia",Place to stay,Batan Sabo Cottage,[],0,Sep 27 - Oct 2,Sep,27,Oct,2,72.0,4.72 (459),4.72,459.0,"Nusapenida, Indonesia",Nusapenida,Indonesia
"Treehouse in Kecamatan Ubud, Indonesia",Treehouse,Bamboo Turtle cabin river view 5km to Ubud center,[],0,Jul 9 - 14,Jul,9,Jul,14,118.0,4.88 (75),4.88,75.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Home in Kecamatan Ubud, Indonesia",Home,PROMO! Luxury Villa Escape in Ubud 2 BR,[],0,Sep 1 - 6,Sep,1,Sep,6,306.0,5.0 (4),5.0,4.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Apartment in Candidasa, Indonesia",Apartment,Villa Sea Spray Bali Cowrie literally on the Ocean,[],0,Aug 19 - 24,Aug,19,Aug,24,130.0,4.79 (112),4.79,112.0,"Candidasa, Indonesia",Candidasa,Indonesia
"Home in Kecamatan Selat, Indonesia",Home,The Nude House,[],0,Jul 10 - 15,Jul,10,Jul,15,305.0,4.68 (19),4.68,19.0,"Kecamatan Selat, Indonesia",Kecamatan Selat,Indonesia
"Villa in Kathu, Thailand",Villa,Tiny Poolvilla in the heart of Phuket,[],0,Jul 25 - 30,Jul,25,Jul,30,119.0,5.0 (98),5.0,98.0,"Kathu, Thailand",Kathu,Thailand
"Apartment in Kuala Lumpur, Malaysia",Apartment,Instagrammable Loft Studio in EkoCheras KL,[],0,Jul 9 - 14,Jul,9,Jul,14,60.0,4.94 (84),4.94,84.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
"Villa in Kecamatan Banjar, Indonesia",Villa,❤PROMO Beachfront oasis. Private pool and firepit,"['Ocean front', 'Pool']",2,Jun 16 - 21,Jun,16,Jun,21,189.0,4.74 (46),4.74,46.0,"Kecamatan Banjar, Indonesia",Kecamatan Banjar,Indonesia
"Condo in Federal Territory of Kuala Lumpur,, Malaysia",Condo,Arte Mont Kiara Muji Suites,[],0,Jun 4 - 11,Jun,4,Jun,11,51.0,4.59 (406),4.59,406.0,"Federal Territory of Kuala Lumpur,, Malaysia","Federal Territory of Kuala Lumpur,",Malaysia
"Villa in Tagaytay, Philippines",Villa,My Canopy Tagaytay (with thermal pool),['Pool'],1,Sep 17 - 22,Sep,17,Sep,22,424.0,4.91 (81),4.91,81.0,"Tagaytay, Philippines",Tagaytay,Philippines
"Room in UbudUbud, Gianyar, Indonesia",Room,Luxe Suite: Villacellabella Ubud Bali Instaworthy,[],0,Jun 26 - Jul 1,Jun,26,Jul,1,490.0,4.92 (167),4.92,167.0,"UbudUbud, Gianyar, Indonesia","UbudUbud, Gianyar",Indonesia
"Apartment in phường 6, Vietnam",Apartment,CITY APART ★ CENTRAL City-FREE Pool & Gym,['Pool'],1,Jun 1 - 6,Jun,1,Jun,6,31.0,4.64 (96),4.64,96.0,"phường 6, Vietnam",phường 6,Vietnam
"Place to stay in Ubud, Indonesia",Place to stay,Villa Akasha - Bio-Architected Eco Dome,[],0,Sep 19 - 24,Sep,19,Sep,24,86.0,4.65 (303),4.65,303.0,"Ubud, Indonesia",Ubud,Indonesia
"Resort in Lian, Philippines",Resort,#1Beach Front Villa room Villa Blanca Beach Front,[],0,Jun 4 - 9,Jun,4,Jun,9,71.0,4.58 (114),4.58,114.0,"Lian, Philippines",Lian,Philippines
"Villa in Ubud, Indonesia",Villa,Luxury 1 BR Villa w/ Private Pool & Ricefield View,['Pool'],1,Oct 25 - 30,Oct,25,Oct,30,92.0,4.95 (208),4.95,208.0,"Ubud, Indonesia",Ubud,Indonesia
"Apartment in Melaka, Malaysia",Apartment,Yuma • Atlantis Melaka/3BR 8Pax WiFi Balcony SeaView,['Wi-Fi'],1,Jun 18 - 23,Jun,18,Jun,23,40.0,4.43 (7),4.43,7.0,"Melaka, Malaysia",Melaka,Malaysia
"Villa in Tampaksiring, Indonesia",Villa,Ceylon Villas 1 - 2BR Villa! 5 mins to Ubud 🌴,[],0,Sep 27 - Oct 2,Sep,27,Oct,2,166.0,4.89 (176),4.89,176.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Home in 頭城鎮, Taiwan",Home,"Newly furnished first row of seaview in Moon, sea view, perfect sunrise ~ long term rental welcome (also discounted)",['Ocean view'],1,Jul 9 - 14,Jul,9,Jul,14,155.0,4.92 (216),4.92,216.0,"頭城鎮, Taiwan",頭城鎮,Taiwan
"Boutique hotel in Kathu District, Thailand",Boutique hotel,B Designer King Bed with Partial SEA VIEW bath,['Ocean view'],1,Jun 2 - 7,Jun,2,Jun,7,75.0,4.5 (281),4.5,281.0,"Kathu District, Thailand",Kathu District,Thailand
"Hut in Selat, Indonesia",Hut,"Vaikuntha#3, The Pursuit of Perfect Rustic Beauty",[],0,Oct 15 - 20,Oct,15,Oct,20,201.0,4.82 (146),4.82,146.0,"Selat, Indonesia",Selat,Indonesia
"Resort in Tambon Maret, Thailand",Resort,DELUXE SEA VIEW + Hot Tub @Koh Samui,"['Jacuzzi', 'Ocean view']",2,Jun 2 - 7,Jun,2,Jun,7,72.0,4.63 (16),4.63,16.0,"Tambon Maret, Thailand",Tambon Maret,Thailand
"Apartment in Bangkok, Thailand",Apartment,Spacious Apt in City of Angels,[],0,Jun 8 - 13,Jun,8,Jun,13,19.0,4.95 (438),4.95,438.0,"Bangkok, Thailand",Bangkok,Thailand
"Apartment in Phuket, Thailand",Apartment,"Luxury room & Sky pool, in Phuket town",['Pool'],1,Jun 8 - 13,Jun,8,Jun,13,40.0,4.81 (210),4.81,210.0,"Phuket, Thailand",Phuket,Thailand
"Tent in Kintamani, Indonesia",Tent,Mt Batur Sunrise & overnight,[],0,Jun 11 - 16,Jun,11,Jun,16,42.0,4.97 (29),4.97,29.0,"Kintamani, Indonesia",Kintamani,Indonesia
"Place to stay in Nusa Penida, Indonesia",Place to stay,Tide 2 in Penida Tides Cottage,[],0,Jul 29 - Aug 3,Jul,29,Aug,3,32.0,4.85 (68),4.85,68.0,"Nusa Penida, Indonesia",Nusa Penida,Indonesia
"Villa in Ubud, Indonesia",Villa,Ceylon Villas 2 - 2BR Villa! 5 mins to Ubud 🌴,[],0,Oct 12 - 17,Oct,12,Oct,17,157.0,4.88 (112),4.88,112.0,"Ubud, Indonesia",Ubud,Indonesia
"Room in Kabupaten Badung, Indonesia",Room,Private room4 Legian/breakfast/close to Kuta beach,[],0,Jun 6 - 11,Jun,6,Jun,11,81.0,4.91 (34),4.91,34.0,"Kabupaten Badung, Indonesia",Kabupaten Badung,Indonesia
"Villa in Karangasem, Indonesia",Villa,"Luxury Ocean Front, 2,500sq ft Private Eco Villa!",['Ocean front'],1,Jun 16 - 21,Jun,16,Jun,21,450.0,4.96 (24),4.96,24.0,"Karangasem, Indonesia",Karangasem,Indonesia
"Apartment in PHUKET, Thailand",Apartment,★Studio in Seafront Private Villa w/infinity pool★,['Pool'],1,Jun 30 - Jul 5,Jun,30,Jul,5,53.0,4.83 (93),4.83,93.0,"PHUKET, Thailand",PHUKET,Thailand
"Condo in Na Chom Thian, Thailand",Condo,Veranda Residence pattaya 2bedroom partial seaview,[],0,Jun 6 - 11,Jun,6,Jun,11,83.0,4.89 (186),4.89,186.0,"Na Chom Thian, Thailand",Na Chom Thian,Thailand
"Home in Hua Hin, Thailand",Home,Cool Home w Garden near Sea,[],0,Jul 6 - 11,Jul,6,Jul,11,77.0,4.81 (360),4.81,360.0,"Hua Hin, Thailand",Hua Hin,Thailand
"Loft in Pasig, Philippines",Loft,Cozy & Modern Loft w/ high speed wi-fi and Netflix,['Wi-Fi'],1,Jul 5 - 10,Jul,5,Jul,10,35.0,4.92 (196),4.92,196.0,"Pasig, Philippines",Pasig,Philippines
"Apartment in Phuket, Thailand",Apartment,Cozy Place near Shopping Center,[],0,Jun 20 - 25,Jun,20,Jun,25,35.0,4.96 (237),4.96,237.0,"Phuket, Thailand",Phuket,Thailand
"Home in Tabanan, Indonesia",Home,Ocean View Pool Villa @ Balian Beach,"['Ocean view', 'Pool']",2,Jun 8 - 13,Jun,8,Jun,13,170.0,4.76 (282),4.76,282.0,"Tabanan, Indonesia",Tabanan,Indonesia
"Villa in General Luna, Philippines",Villa,Oceanfront Pool Villa,['Pool'],1,Jul 30 - Aug 5,Jul,30,Aug,5,163.0,4.96 (23),4.96,23.0,"General Luna, Philippines",General Luna,Philippines
"Condo in George Town, Malaysia",Condo,Lovely 1 Bedroom Suite with Pool View,['Pool'],1,Jun 5 - 10,Jun,5,Jun,10,26.0,4.27 (56),4.27,56.0,"George Town, Malaysia",George Town,Malaysia
"Home in Santander, Philippines",Home,Private Beach House. The Shack,[],0,Jun 11 - 18,Jun,11,Jun,18,89.0,4.88 (41),4.88,41.0,"Santander, Philippines",Santander,Philippines
"Treehouse in Bali, Indonesia",Treehouse,Lounge Poolside Under Lush Greenery at an Organic Bamboo Pad,[],0,Jul 3 - 8,Jul,3,Jul,8,69.0,4.71 (98),4.71,98.0,"Bali, Indonesia",Bali,Indonesia
"Apartment in Kuala Lumpur, Malaysia",Apartment,Walk to Petronas Towers from a Stylish Apartment,[],0,Jun 5 - 10,Jun,5,Jun,10,71.0,4.89 (296),4.89,296.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
"Hotel room in Gili Trawangan, Indonesia",Hotel room,Coconut Garden Resort Gili Trawangan,[],0,Jul 24 - 30,Jul,24,Jul,30,69.0,4.84 (242),4.84,242.0,"Gili Trawangan, Indonesia",Gili Trawangan,Indonesia
"Tiny home in Kabupaten Tabanan, Indonesia",Tiny home,Balian Beachfront Luxury Tiny House,['Ocean front'],1,Jun 5 - 10,Jun,5,Jun,10,186.0,5.0 (19),5.0,19.0,"Kabupaten Tabanan, Indonesia",Kabupaten Tabanan,Indonesia
"Apartment in Port Dickson, Malaysia",Apartment,PD D'Wharf Premium Suite - Full Seaview (4-6 Pax),[],0,Jun 8 - 15,Jun,8,Jun,15,54.0,4.88 (129),4.88,129.0,"Port Dickson, Malaysia",Port Dickson,Malaysia
"Apartment in PHUKET, Thailand",Apartment,Studio in Beachfront Private Villa w/Infinity pool,"['Ocean front', 'Pool']",2,Jun 18 - 23,Jun,18,Jun,23,38.0,4.88 (64),4.88,64.0,"PHUKET, Thailand",PHUKET,Thailand
"Room in Phuket, Thailand",Room,Grand Seaview Pool Suite •,['Pool'],1,Jun 1 - 6,Jun,1,Jun,6,111.0,4.85 (26),4.85,26.0,"Phuket, Thailand",Phuket,Thailand
"Home in ตำบล บ้านใต้, Thailand",Home,"❤️THE LOFT, Romantic Beachfront Home, HIN KONG.",['Ocean front'],1,Aug 18 - 23,Aug,18,Aug,23,198.0,4.96 (56),4.96,56.0,"ตำบล บ้านใต้, Thailand",ตำบล บ้านใต้,Thailand
"Apartment in Kecamatan Senen, Indonesia",Apartment,5* Studio Resort like: Mason Place Capitol Park,[],0,Jun 8 - 13,Jun,8,Jun,13,29.0,4.95 (112),4.95,112.0,"Kecamatan Senen, Indonesia",Kecamatan Senen,Indonesia
"Home in Lembang, Indonesia",Home,Minimax House by wiandra,[],0,Jun 3 - 8,Jun,3,Jun,8,96.0,4.84 (81),4.84,81.0,"Lembang, Indonesia",Lembang,Indonesia
"Condo in Melaka, Malaysia",Condo,B1731/Seaview/5 mine drive to Jonker/Imperio/4 pax,[],0,Jun 13 - 19,Jun,13,Jun,19,23.0,4.54 (209),4.54,209.0,"Melaka, Malaysia",Melaka,Malaysia
"Loft in George Town, Malaysia",Loft,*6Maritime Seafront Scandinavian Home‖北欧风格日出无敌海景套房,[],0,Jun 1 - 7,Jun,1,Jun,7,153.0,4.39 (380),4.39,380.0,"George Town, Malaysia",George Town,Malaysia
"Condo in Cebu City, Philippines",Condo,Scenic Cebu City View Condo in Ayala,[],0,Jun 16 - 21,Jun,16,Jun,21,41.0,4.98 (315),4.98,315.0,"Cebu City, Philippines",Cebu City,Philippines
"Bungalow in Naiyang Beach, Thailand",Bungalow,"Baan Rom Pruk private house, near Naiyang beach",[],0,Jun 5 - 10,Jun,5,Jun,10,26.0,4.96 (172),4.96,172.0,"Naiyang Beach, Thailand",Naiyang Beach,Thailand
"Condo in Quận 4, Vietnam",Condo,10' walk to Bitexco D1 45sqm Studio - Stay&Fun 01,[],0,Jun 2 - 7,Jun,2,Jun,7,38.0,4.8 (163),4.8,163.0,"Quận 4, Vietnam",Quận 4,Vietnam
"Villa in Abiansemal, Indonesia",Villa,Ayung Panorama. Poetic house on Ayung River cliff,[],0,Aug 27 - Sep 1,Aug,27,Sep,1,159.0,4.91 (227),4.91,227.0,"Abiansemal, Indonesia",Abiansemal,Indonesia
"Room in Ko Samui District, Thailand",Room,Villa The Spot - Room B6,[],0,Jun 3 - 8,Jun,3,Jun,8,127.0,4.75 (28),4.75,28.0,"Ko Samui District, Thailand",Ko Samui District,Thailand
"Condo in Bayan Lepas, Malaysia",Condo,Cozy Seafront Studio Suite Near Queensbay,[],0,Jun 25 - 30,Jun,25,Jun,30,52.0,4.83 (263),4.83,263.0,"Bayan Lepas, Malaysia",Bayan Lepas,Malaysia
"Hut in Kecamatan Selat, Indonesia",Hut,GLAMPING Experience with an INFINITY POOL,['Pool'],1,Jun 22 - 27,Jun,22,Jun,27,79.0,4.8 (45),4.8,45.0,"Kecamatan Selat, Indonesia",Kecamatan Selat,Indonesia
"Condo in Tambon Na Chom Thian, Thailand",Condo,Veranda Residence pattaya 1BR partial sea view,['Ocean view'],1,Jun 5 - 10,Jun,5,Jun,10,47.0,4.8 (95),4.8,95.0,"Tambon Na Chom Thian, Thailand",Tambon Na Chom Thian,Thailand
"Apartment in Kuala Lumpur, Malaysia",Apartment,1min KLCC Twin Tower & Pavilion/Ins cottage for best memories,[],0,Jun 25 - 30,Jun,25,Jun,30,38.0,4.91 (278),4.91,278.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
"Cabin in Selat, Indonesia",Cabin,Nyan Bali -A Bamboo House Escape with Private Chef,[],0,Dec 1 - 6,Dec,1,Dec,6,237.0,4.95 (104),4.95,104.0,"Selat, Indonesia",Selat,Indonesia
"Condo in Cebu City, Philippines",Condo,5-Star Experience at the Heart of Cebu,[],0,Aug 9 - 16,Aug,9,Aug,16,49.0,4.96 (280),4.96,280.0,"Cebu City, Philippines",Cebu City,Philippines
"Bungalow in Antipolo, Philippines",Bungalow,Antipolo - Secluded and Romantic,[],0,Jun 4 - 9,Jun,4,Jun,9,143.0,4.87 (478),4.87,478.0,"Antipolo, Philippines",Antipolo,Philippines
"Room in San Juan, Philippines",Room,Alon and Sandy Surf Shack GFloor (Air Conditioned),[],0,Jun 10 - 16,Jun,10,Jun,16,129.0,4.62 (145),4.62,145.0,"San Juan, Philippines",San Juan,Philippines
"Room in Botolan, Philippines",Room,The Blue Cabin #Beach,[],0,Jun 3 - 8,Jun,3,Jun,8,62.0,4.85 (59),4.85,59.0,"Botolan, Philippines",Botolan,Philippines
"Condo in Manila, Philippines",Condo,"Amazing Manila Bay View! Spacious Comfy, Clean *31",[],0,Jun 11 - 16,Jun,11,Jun,16,69.0,4.9 (154),4.9,154.0,"Manila, Philippines",Manila,Philippines
"Apartment in Thalang, Thailand",Apartment,Luxurious private 2bedrm seafront Phuket penthouse,[],0,Sep 2 - 7,Sep,2,Sep,7,286.0,4.92 (185),4.92,185.0,"Thalang, Thailand",Thalang,Thailand
"Condo in Tagaytay, Philippines",Condo,Serenity Tagaytay Home w/ WIFI & NETFLIX,['Wi-Fi'],1,Jun 11 - 16,Jun,11,Jun,16,30.0,4.79 (447),4.79,447.0,"Tagaytay, Philippines",Tagaytay,Philippines
"Apartment in Melaka, Malaysia",Apartment,B1933B/5 min drive to Jonker/Seaview/Imperio/4 pax,[],0,Jun 18 - 24,Jun,18,Jun,24,24.0,4.69 (196),4.69,196.0,"Melaka, Malaysia",Melaka,Malaysia
"Villa in Phu Quoc, Vietnam",Villa,H&B Villas Phu Quoc - 3 Bedrooms,[],0,Jun 1 - 6,Jun,1,Jun,6,252.0,5.0 (20),5.0,20.0,"Phu Quoc, Vietnam",Phu Quoc,Vietnam
"Condo in Pasig, Philippines",Condo,A Chic and Cozy 2Br Unit w/ Netflix and Disney+,[],0,Jun 4 - 9,Jun,4,Jun,9,34.0,4.94 (295),4.94,295.0,"Pasig, Philippines",Pasig,Philippines
"Loft in George Town, Malaysia",Loft,Coastline Seaview Duplex Level 19 Executive Floor,[],0,Jun 4 - 9,Jun,4,Jun,9,87.0,4.92 (437),4.92,437.0,"George Town, Malaysia",George Town,Malaysia
"Cabin in Tambon Ko Pha-ngan, Thailand",Cabin,"BOHO CABIN, Hin Kong Beachfront, West Coast.",['Ocean front'],1,Jul 7 - 12,Jul,7,Jul,12,132.0,4.98 (44),4.98,44.0,"Tambon Ko Pha-ngan, Thailand",Tambon Ko Pha-ngan,Thailand
"Apartment in Tambon Kamala, Thailand",Apartment,(A)Charming Pool Access One Bedroom Apartment,['Pool'],1,Jun 3 - 8,Jun,3,Jun,8,65.0,4.82 (68),4.82,68.0,"Tambon Kamala, Thailand",Tambon Kamala,Thailand
"Condo in Pasay, Philippines",Condo,"One Bedroom Condo in Roxas Boulevard, Pasay City",[],0,Jun 7 - 12,Jun,7,Jun,12,30.0,4.77 (332),4.77,332.0,"Pasay, Philippines",Pasay,Philippines
"Villa in Seririt, Indonesia",Villa,Wake up to the Sea of Bali: Beachfront luxury plus,['Ocean front'],1,Oct 10 - 16,Oct,10,Oct,16,194.0,5.0 (139),5.0,139.0,"Seririt, Indonesia",Seririt,Indonesia
"Cabin in Lazi, Philippines",Cabin,Enchanted River cabin w/private garden and kitchen,['Kitchen'],1,Aug 19 - 24,Aug,19,Aug,24,51.0,4.85 (127),4.85,127.0,"Lazi, Philippines",Lazi,Philippines
"Condo in Cebu City, Philippines",Condo,Cozy City Condo at Horizons 101 [ W/ WIFI ].,['Wi-Fi'],1,Jun 5 - 10,Jun,5,Jun,10,26.0,4.44 (220),4.44,220.0,"Cebu City, Philippines",Cebu City,Philippines
"Apartment in Tambon Patong, Thailand",Apartment,SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,['Pool'],1,Jun 25 - 30,Jun,25,Jun,30,64.0,4.8 (159),4.8,159.0,"Tambon Patong, Thailand",Tambon Patong,Thailand
"Apartment in Tambon Rawai, Thailand",Apartment,Appartment 140 sqm 6 people big terrace sea view,['Ocean view'],1,Jun 14 - 19,Jun,14,Jun,19,111.0,4.91 (160),4.91,160.0,"Tambon Rawai, Thailand",Tambon Rawai,Thailand
"Condo in Chiang Mai, Thailand",Condo,Cozy room 48.5 sq.m @The Astra near Night market,[],0,Jun 7 - 12,Jun,7,Jun,12,45.0,4.89 (190),4.89,190.0,"Chiang Mai, Thailand",Chiang Mai,Thailand
"Apartment in Kuala Lumpur, Malaysia",Apartment,EXPRESSIONZ-1Bedroom-Junior-Suite-KLCC-Sky-Pool,['Pool'],1,Jun 1 - 6,Jun,1,Jun,6,53.0,4.78 (408),4.78,408.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
"Hotel in Nha Trang, Vietnam",Hotel,VENUE HOTEL-20% Superior City NiceWindow#Good Rate,[],0,Jun 4 - 9,Jun,4,Jun,9,17.0,4.35 (17),4.35,17.0,"Nha Trang, Vietnam",Nha Trang,Vietnam
"Farm stay in Gianyar, Indonesia",Farm stay,"Bebalilodge, one bedroom house with private pool",['Pool'],1,Oct 30 - Nov 4,Oct,30,Nov,4,76.0,4.97 (153),4.97,153.0,"Gianyar, Indonesia",Gianyar,Indonesia
"Condo in Tambon Thep Krasatti, Thailand",Condo,2 Bedrooms Beachfront on Maikhao Beach B#7F,['Ocean front'],1,Jun 1 - 6,Jun,1,Jun,6,90.0,4.6 (65),4.6,65.0,"Tambon Thep Krasatti, Thailand",Tambon Thep Krasatti,Thailand
"Apartment in Tambon Hua Hin, Thailand",Apartment,La Casita Hua Hin 2,[],0,Jun 22 - 27,Jun,22,Jun,27,32.0,4.75 (170),4.75,170.0,"Tambon Hua Hin, Thailand",Tambon Hua Hin,Thailand
"Room in Tebet, Indonesia",Room,The LOJI @ Patra Kuningan # 3,[],0,Jun 30 - Jul 5,Jun,30,Jul,5,24.0,4.83 (69),4.83,69.0,"Tebet, Indonesia",Tebet,Indonesia
"Condo in Cebu City, Philippines",Condo,Cozy Studio across Ayala Mall iT Park 1min walk,[],0,Jul 20 - 25,Jul,20,Jul,25,26.0,4.78 (235),4.78,235.0,"Cebu City, Philippines",Cebu City,Philippines
"Bungalow in Ko Samui, Thailand",Bungalow,B4: Sea Breeze Bungalow with Ensuite and AC,['Air conditioning'],1,Jun 14 - 19,Jun,14,Jun,19,33.0,4.82 (191),4.82,191.0,"Ko Samui, Thailand",Ko Samui,Thailand
"Villa in Pemuteran, Indonesia",Villa,"Villa Arun, Sumberkima Hill",[],0,Aug 21 - 26,Aug,21,Aug,26,262.0,4.88 (57),4.88,57.0,"Pemuteran, Indonesia",Pemuteran,Indonesia
"Apartment in Quận 4, Vietnam",Apartment,DANNY’s HIGH VIEW STUDIO near District1 Ben Thanh!,[],0,Jun 3 - 8,Jun,3,Jun,8,44.0,4.78 (167),4.78,167.0,"Quận 4, Vietnam",Quận 4,Vietnam
"Apartment in Kuala Lumpur, Malaysia",Apartment,Premier Lux Studio Large Tv Free Netflix | City,[],0,Jun 1 - 8,Jun,1,Jun,8,62.0,4.9 (166),4.9,166.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
"Condo in Johor Bahru, Malaysia",Condo,【R&F】Studio of Dual-Key Homely Getaway byⓗⓢ,[],0,Jun 4 - 9,Jun,4,Jun,9,44.0,4.78 (139),4.78,139.0,"Johor Bahru, Malaysia",Johor Bahru,Malaysia
"Apartment in Bangkok , Thailand",Apartment,"Luxury Q Chidlom Condo, BTS ChitLom, Siam,",[],0,Jun 1 - 8,Jun,1,Jun,8,90.0,4.79 (61),4.79,61.0,"Bangkok , Thailand",Bangkok,Thailand
"Apartment in Muang Pattaya, Thailand",Apartment,#18 2022 Newest! Downtown Lux Fun Sea View Condo,['Ocean view'],1,Jun 1 - 6,Jun,1,Jun,6,63.0,5.0 (27),5.0,27.0,"Muang Pattaya, Thailand",Muang Pattaya,Thailand
"Condo in Melaka, Malaysia",Condo,B2733/Seaview/5mins to Jonker/Imperio/Studio/4pax,[],0,Jun 4 - 10,Jun,4,Jun,10,30.0,4.71 (230),4.71,230.0,"Melaka, Malaysia",Melaka,Malaysia
"Condo in Cyberjaya, Malaysia",Condo,Kanvas Soho / KLIA / FREE WIFI 500mbps,['Wi-Fi'],1,Jun 4 - 9,Jun,4,Jun,9,24.0,4.8 (410),4.8,410.0,"Cyberjaya, Malaysia",Cyberjaya,Malaysia
"Loft in Jelutong, Malaysia",Loft,#Maritime*3*The Rhythm of the Sea @ 日出无敌全海景,[],0,Jun 30 - Jul 5,Jun,30,Jul,5,98.0,4.56 (93),4.56,93.0,"Jelutong, Malaysia",Jelutong,Malaysia
"Villa in Phuket, Thailand",Villa,Waterfront Traditional Thai Style Pool Villa (V7),"['Pool', 'Waterfront']",2,Jun 1 - 6,Jun,1,Jun,6,41.0,4.71 (82),4.71,82.0,"Phuket, Thailand",Phuket,Thailand
"Apartment in Pasay, Philippines",Apartment,Comfy-Cozy-Cheap @ NAIA 3 near RW w/ NETFLIX,[],0,Jul 25 - 30,Jul,25,Jul,30,33.0,4.86 (692),4.86,692.0,"Pasay, Philippines",Pasay,Philippines
"Condo in Manila, Philippines",Condo,[50mbps+NETFLIX] Your home in the heart of Manila,[],0,Jun 1 - 6,Jun,1,Jun,6,28.0,4.73 (159),4.73,159.0,"Manila, Philippines",Manila,Philippines
"Room in Khet Din Daeng, Thailand",Room,Comfy Room with Bathroom near MRT Phra Ram 9,[],0,Aug 14 - 19,Aug,14,Aug,19,30.0,4.99 (72),4.99,72.0,"Khet Din Daeng, Thailand",Khet Din Daeng,Thailand
"Apartment in Patong, Thailand",Apartment,"Endless Patong Ocean View from a Hilltop Condominium, Phuket",['Ocean view'],1,Jun 1 - 8,Jun,1,Jun,8,56.0,4.95 (252),4.95,252.0,"Patong, Thailand",Patong,Thailand
